apn,SitusHouseNbr,SitusHouseNbrSuffix,SitusDirectionLeft,SitusStreet,SitusMode,SitusDirectionRight,SitusUnitType,SitusUnitNbr,SitusCity,SitusState,SitusZIP5,HomeEquityIntelScore_LineofCredit
352930-0390,11903,,SE,229TH,PL,,,,KENT,WA,98031,95
00690300003300,12817,,,48TH,AVE,NE,,,MARYSVILLE,WA,98271,79
389510-0042,13812,,,REDMOND,WAY,,,,REDMOND,WA,98052,144
2560500120,19008,,,77TH,ST,E,,,BONNEY LAKE,WA,98391,206
017000-0060,318,,NW,44TH,ST,,,,SEATTLE,WA,98107,138
092504-9007,6205,,,25TH,AVE,NE,,,SEATTLE,WA,98115,59
150800-0760,4020,,S,158TH,ST,,APT,B,TUKWILA,WA,98188,37
342604-9109,9000,,,45TH,AVE,NE,,,SEATTLE,WA,98115,175
00887700002200,8007,,,64TH,DR,NE,,,MARYSVILLE,WA,98270,17
9500000720,3025,,N,BENNETT,ST,,,,TACOMA,WA,98407,99
933180-0230,3206,,S,ORCAS,ST,,,,SEATTLE,WA,98118,135
01030200203600,2232,,,87TH,DR,NE,,,LAKE STEVENS,WA,98258,78
00676200000800,10417,,,40TH,AVE,SE,,,EVERETT,WA,98208,125
142800-0470,5406,,,264TH,AVE,NE,,,REDMOND,WA,98053,75
3320000150,6825,,,RAINIER,AVE,,,,GIG HARBOR,WA,98335,91
613450-0050,2500,,,248TH,TER,NE,,,SAMMAMISH,WA,98074,125
31051200204200,137,,S,STILLAGUAMISH,AVE,,,,ARLINGTON,WA,98223,123
228545-0220,8501,,,12TH,AVE,NW,APT,306,SEATTLE,WA,98117,
8945000760,3115,,N,JUNETT,ST,,,,TACOMA,WA,98407,322
144350-0180,4828,,S,KENYON,ST,,,,SEATTLE,WA,98118,58
4970000100,11016,,,KIRKWOOD,DR,SW,,,LAKEWOOD,WA,98498,95
928280-1450,11414,,,78TH,AVE,S,,,SEATTLE,WA,98178,154
181880-0315,3827,,,HILLCREST,AVE,SW,,,SEATTLE,WA,98116,63
01146900001400,3706,,,200TH,PL,SE,,,BOTHELL,WA,98012,187
814310-0450,13900,,,103RD,AVE,NE,,,KIRKLAND,WA,98034,354
7001010180,1222,,,57TH,CT,SE,,,AUBURN,WA,98092,150
0221174065,5208,,,REID,DR,NW,#,5210,GIG HARBOR,WA,98335,108
742427-0260,11915,,,ROSEBERG,AVE,S,APT,110,SEATTLE,WA,98168,45
6020030100,9303,,,60TH AVENUE,CT,E,,,PUYALLUP,WA,98371,191
816550-1140,7176,,,27TH,AVE,SW,,,SEATTLE,WA,98106,249
338900-0020,12405,,,10TH,LN,SW,#,B,SEATTLE,WA,98146,
322605-9129,11254,,NE,112TH,ST,,,,KIRKLAND,WA,98033,343
233130-0299,6608,,,DAYTON,AVE,N,,,SEATTLE,WA,98103,405
01151000001400,11205,,,169TH,ST,NE,,,ARLINGTON,WA,98223,
363016-0090,1641,,,24TH,AVE,NE,,,ISSAQUAH,WA,98029,103
00889000004500,12409,,,68TH,AVE,SE,,,SNOHOMISH,WA,98296,268
666686-0170,10216,,SE,204TH,ST,,,,KENT,WA,98031,134
715320-0065,1410,,,35TH,AVE,,,,SEATTLE,WA,98122,365
00749100002500,4409,,,130TH,PL,SW,,,MUKILTEO,WA,98275,245
358900-1880,588,,,BELL,ST,,UNIT,1803,SEATTLE,WA,98121,145
616390-0307,18442,,,10TH,AVE,NE,,,SHORELINE,WA,98155,124
383271-0720,26232,,,43RD,PL,S,,,KENT,WA,98032,59
342006-9056,23929,,SE,468TH,ST,,,,ENUMCLAW,WA,98022,224
256830-0171,10314,,,FISCHER,PL,NE,,,SEATTLE,WA,98125,65
4430200560,4008,,,CHESTNUT,DR,W,,,UNIVERSITY PLACE,WA,98466,120
889435-0220,35300,,SE,CENTER,ST,,#,E,SNOQUALMIE,WA,98065,
072406-9097,19606,,SE,24TH,WAY,,,,SAMMAMISH,WA,98075,203
00695600003600,2921,,,167TH,ST,SE,,,BOTHELL,WA,98012,90
177835-0300,19310,,SE,57TH,PL,,,,ISSAQUAH,WA,98027,224
01034700009100,1227,,,118TH,PL,SW,,,EVERETT,WA,98204,77
142305-9082,13407,,,156TH,AVE,SE,,,RENTON,WA,98059,77
00739600000300,5021,,,142ND,ST,SW,,,EDMONDS,WA,98026,271
334740-0290,12020,,,42ND,AVE,S,,,TUKWILA,WA,98168,263
918060-0042,20447,,,96TH,WAY,S,,,KENT,WA,98031,345
766370-0731,14008,,,27TH,AVE,NE,,,SEATTLE,WA,98125,161
780530-0150,1020,,NE,196TH,ST,,,,SHORELINE,WA,98155,96
6235000310,920,,S,FAIRVIEW,DR,,,,TACOMA,WA,98465,88
403680-0255,15810,,SE,10TH,ST,,,,BELLEVUE,WA,98008,217
5945400572,6815,,N,18TH,ST,,,,TACOMA,WA,98406,41
666491-0420,34409,,,14TH,WAY,SW,,,FEDERAL WAY,WA,98023,108
111260-0030,6174,,NE,195TH,CT,,,,KENMORE,WA,98028,191
4715021650,3526,,E,ROOSEVELT,AVE,,,,TACOMA,WA,98404,51
780650-0090,16126,,SE,149TH,ST,,,,RENTON,WA,98059,163
172105-9140,1713,,E,MAIN,ST,,,,AUBURN,WA,98002,80
6025430210,9309,,,174TH,ST,E,,,PUYALLUP,WA,98375,197
4700002301,503,,,TON A WAN DA,AVE,NE,,,TACOMA,WA,98422,127
720589-0910,2800,,SW,RAYMOND,ST,,#,202,SEATTLE,WA,98126,
7002420460,7614,,,202ND,AVE,E,,,BONNEY LAKE,WA,98391,124
27052700305800,22617,,,53RD,AVE,SE,,,BOTHELL,WA,98021,162
743700-0050,8116,,,135TH,PL,NE,,,REDMOND,WA,98052,116
889800-0050,730,,,SHELTON,AVE,NE,,,RENTON,WA,98056,133
01083400003100,7005,,,85TH,AVE,NE,,,MARYSVILLE,WA,98270,131
339545-0520,19805,,,HOLLYHILLS,DR,NE,,,BOTHELL,WA,98011,93
27061700400600,19124,,,129TH,AVE,SE,,,SNOHOMISH,WA,98296,129
638550-0800,23411,,,102ND,AVE,SE,APT,E208,KENT,WA,98031,
3001170930,1179,,,SWAN,LOOP,,,,DUPONT,WA,98327,210
00574800101000,2323,,,116TH,ST,SE,,,EVERETT,WA,98208,
0519012035,9716,,,233RD,AVE,E,,,BUCKLEY,WA,98321,
111250-0010,1301,,,5TH,ST,,,,KIRKLAND,WA,98033,168
7001650320,9303,,,227TH,AVE,E,,,BUCKLEY,WA,98321,255
947771-0160,12042,,SE,93RD,ST,,,,NEWCASTLE,WA,98056,
6021080060,13014,,,109TH STREET,CT,E,,,PUYALLUP,WA,98374,211
102403-9052,5305,,SW,PRITCHARD,ST,,,,SEATTLE,WA,98116,275
082204-9103,20809,,,DES MOINES MEMORIAL,DR,,,,DES MOINES,WA,98198,205
252505-9178,2218,,,179TH,CT,NE,,,REDMOND,WA,98052,237
867950-0030,12416,,NE,110TH,PL,,,,KIRKLAND,WA,98033,141
570170-0370,13418,,,175TH,AVE,NE,,,REDMOND,WA,98052,272
167300-0650,3008,,SW,311TH,ST,,,,FEDERAL WAY,WA,98023,
232605-9034,13630,,,160TH,AVE,NE,,,REDMOND,WA,98052,324
617480-0440,11300,,,1ST,AVE,NE,APT,222,SEATTLE,WA,98125,131
105120-0320,26909,,,102ND,PL,SE,,,KENT,WA,98030,
00751400002500,4610,,,121ST,ST,SE,,,EVERETT,WA,98208,256
106650-0160,1615,,,163RD,TER,NE,,,BELLEVUE,WA,98008,186
0320341058,8218,,,20TH,AVE,E,,,TACOMA,WA,98404,106
7816330340,21810,,,48TH AVENUE,CT,E,,,SPANAWAY,WA,98387,93
7002592430,13804,,,181ST,AVE,E,,,BONNEY LAKE,WA,98391,174
367050-0790,1746,,NE,148TH,ST,,,,SHORELINE,WA,98155,121
142506-9112,25237,,NE,52ND,PL,,,,REDMOND,WA,98053,265
0220094084,2922,,,GRANDVIEW,DR,W,,,UNIVERSITY PLACE,WA,98466,63
00832600000600,7313,,,262ND,ST,NW,,,STANWOOD,WA,98292,63
5000430270,2109,,,54TH STREET,CT,NE,,,TACOMA,WA,98422,184
00740100100400,7101,,,51ST,AVE,NE,#,4,MARYSVILLE,WA,98270,
5000820390,4515,,,36TH,ST,NE,,,TACOMA,WA,98422,307
00523500001300,5902,,,227TH,ST,SW,,,MOUNTLAKE TERRACE,WA,98043,273
247338-0550,12808,,SE,162ND,ST,,,,RENTON,WA,98058,25
771460-0180,601,,,BELMONT,AVE,E,APT,B9,SEATTLE,WA,98102,
184200-0311,11609,,,26TH,AVE,SW,,,BURIEN,WA,98146,99
926494-0710,32720,,,13TH,AVE,SW,,,FEDERAL WAY,WA,98023,233
179610-0087,19027,,SE,320TH,PL,,,,AUBURN,WA,98092,86
945920-0060,5233,,,33RD,AVE,S,,,SEATTLE,WA,98118,26
00460000006600,43118,,,177TH,ST,SE,,,GOLD BAR,WA,98251,69
982870-0605,1825,,,31ST,AVE,,,,SEATTLE,WA,98122,307
162280-0120,15625,,NE,195TH,ST,,,,WOODINVILLE,WA,98072,184
362605-9100,17280,,NE,112TH,WAY,,,,REDMOND,WA,98052,168
242006-9156,2003,,,WELLS,ST,,,,ENUMCLAW,WA,98022,173
787150-0715,1007,,W,WHEELER,ST,,,,SEATTLE,WA,98119,179
6025200060,12408,,,130TH AVENUE,CT,E,,,PUYALLUP,WA,98374,146
134430-0350,520,,,23RD,AVE,E,,,SEATTLE,WA,98112,161
00410300001000,19314,,,69TH,PL,W,,,LYNNWOOD,WA,98036,186
4530400741,7620,,S,WILKESON,ST,,,,TACOMA,WA,98408,81
550810-0230,12119,,NE,BEL RED,RD,,APT,B303,BELLEVUE,WA,98005,117
7001470500,1015,,,NUNNALLY,AVE,NW,,,ORTING,WA,98360,113
800020-0210,81,,,26TH AVENUE,CT,,,,MILTON,WA,98354,87
7002770580,6716,,,232ND,AVE,E,,,BUCKLEY,WA,98321,
766060-0019,1312,,,A 13TH,AVE,S,,,,WA,,
31053100400800,1507,,,140TH,ST,NE,,,MARYSVILLE,WA,98271,82
7001972260,115,,,SILVERNAIL,ST,NE,,,ORTING,WA,98360,
405730-0010,4187,,,244TH,PL,SE,,,SAMMAMISH,WA,98029,119
602150-3760,7535,,,23RD,AVE,NW,,,SEATTLE,WA,98117,102
28060700408000,1018,,,MAPLE,AVE,,,,SNOHOMISH,WA,98290,
387600-0820,13612,,,117TH,AVE,NE,,,KIRKLAND,WA,98034,181
01000900002600,6617,,,198TH,PL,SW,,,LYNNWOOD,WA,98036,61
720530-0010,30022,,,2ND,PL,SW,,,FEDERAL WAY,WA,98023,
234930-0105,5621,,,38TH,AVE,SW,,,SEATTLE,WA,98126,64
663990-0183,12321,,NE,100TH,PL,,,,KIRKLAND,WA,98033,202
804405-0050,1924,,,SHELTON,CT,NE,,,RENTON,WA,98056,222
857601-0370,33209,,,GLACIER,AVE,SE,,,BLACK DIAMOND,WA,98010,168
00579100002204,3824,,,195TH,ST,NW,,,STANWOOD,WA,98292,303
01101200000900,9909,,,1ST,PL,W,,,EVERETT,WA,98204,103
4082030050,18617,,,2ND,AVE,E,,,SPANAWAY,WA,98387,280
918470-0340,921,,,36TH,AVE,,,,SEATTLE,WA,98122,192
376110-0226,11221,,,CHAMPAGNE POINT,LN,NE,,,KIRKLAND,WA,98034,45
666120-0260,22740,,SE,242ND,PL,,,,MAPLE VALLEY,WA,98038,118
5003660010,17912,,,14TH AVENUE,CT,E,,,SPANAWAY,WA,98387,101
785560-0150,4201,,,134TH,AVE,SE,,,BELLEVUE,WA,98006,398
0221194006,3421,,,42ND,AVE,NW,,,GIG HARBOR,WA,98335,
947720-1280,14229,,,113TH,AVE,NE,,,KIRKLAND,WA,98034,203
6026090240,15711,,,92ND AVENUE,CT,E,,,PUYALLUP,WA,98375,
644200-0050,4557,,,45TH,AVE,SW,APT,202,SEATTLE,WA,98116,
7002811570,14659,,,CRESTWOOD,PL,E,,,BONNEY LAKE,WA,98391,
251700-0550,22607,,,132ND,PL,SE,,,KENT,WA,98042,114
333500-0055,5021,,,47TH,AVE,S,,,SEATTLE,WA,98118,
783080-0333,10625,,SE,244TH,ST,,,,KENT,WA,98030,236
27070500202400,21218,,,OLD OWEN,RD,,,,MONROE,WA,98272,
802170-0770,2111,,N,88TH,ST,,,,SEATTLE,WA,98103,49
9180001524,9059,,,33RD,ST,W,,,UNIVERSITY PLACE,WA,98466,139
541850-0300,9803,,,43RD,PL,NE,,,SEATTLE,WA,98115,318
445877-0310,3221,,SW,AVALON,WAY,,APT,405,SEATTLE,WA,98126,
00439800000400,310,,,8TH,ST,,,,SULTAN,WA,98294,
156810-0104,3021,,NE,149TH,ST,,,,SHORELINE,WA,98155,130
6020910330,4111,,,CRYSTAL LANE,LOOP,SE,,,PUYALLUP,WA,98372,202
0319114029,12124,,,34TH,AVE,E,,,TACOMA,WA,98446,39
683781-0510,300,,,10TH,AVE,,UNIT,B206,SEATTLE,WA,98122,129
342304-9290,4401,,S,176TH,ST,,,,SEATTLE,WA,98188,176
750410-1690,22233,,NE,28TH,PL,,,,SAMMAMISH,WA,98074,163
404080-0170,1255,,,169TH,AVE,NE,,,BELLEVUE,WA,98008,
30040100103300,100,,,140TH,ST,NE,,,TULALIP,WA,98271,277
00493900005500,1917,,S,LAKE STICKNEY,DR,,,,LYNNWOOD,WA,98087,337
00891100001500,4703,,,115TH,PL,SE,,,EVERETT,WA,98208,209
612660-1005,4818,,,40TH,AVE,SW,#,B,SEATTLE,WA,98116,131
2305000120,1714,,,COMMERCIAL,ST,,,,STEILACOOM,WA,98388,83
9007420050,1031,,,61ST,ST,SE,,,AUBURN,WA,98092,131
553200-0010,215,,,20TH,AVE,E,APT,103,SEATTLE,WA,98112,144
0317113009,31510,,,26TH,AVE,E,,,GRAHAM,WA,98338,70
00523100100300,5706,,,224TH,ST,SW,,,MOUNTLAKE TERRACE,WA,98043,109
00752400002200,6921,,,62ND,PL,NE,,,MARYSVILLE,WA,98270,136
7107000050,14103,,,70TH,ST,E,,,SUMNER,WA,98390,54
5004410190,1363,,E,51ST,ST,,,,TACOMA,WA,98404,82
202604-9131,14031,,,BAGLEY,AVE,N,,,SEATTLE,WA,98133,121
387890-0120,10232,,,64TH,AVE,S,,,SEATTLE,WA,98178,
866917-0760,1418,,,51ST,PL,NE,,,AUBURN,WA,98002,233
784350-0710,29100,,,215TH,AVE,SE,,,KENT,WA,98042,98
01178700001800,16052,,,166TH,DR,SE,,,MONROE,WA,98272,134
343850-0990,6019,,,18TH,AVE,SW,,,SEATTLE,WA,98106,
00837600004200,20008,,,27TH,DR,SE,,,BOTHELL,WA,98012,175
28062200400600,10824,,,159TH,AVE,SE,,,SNOHOMISH,WA,98290,73
737460-0660,15025,,SE,20TH,ST,,,,BELLEVUE,WA,98007,108
020006-0630,506,,E,HOWELL,ST,,UNIT,E511,SEATTLE,WA,98122,
113730-1290,14560,,,183RD,AVE,NE,,,WOODINVILLE,WA,98072,316
954200-0055,12227,,SE,12TH,ST,,,,BELLEVUE,WA,98005,173
00606200003300,319,,,ELM,ST,,,,EVERETT,WA,98203,222
01011900000200,16221,,,40TH,DR,SE,,,BOTHELL,WA,98012,94
111705-0960,530,,,BROADWAY,,E,APT,331,SEATTLE,WA,98102,118
00779000070000,6231,,,146TH,PL,SE,,,EVERETT,WA,98208,178
6025276370,3166,,,FESTIVAL,AVE,E,,,FIFE,WA,98424,167
644200-0020,4557,,,45TH,AVE,SW,APT,102,SEATTLE,WA,98116,129
5003050120,1314,,,195TH,ST,E,,,SPANAWAY,WA,98387,219
952210-0530,323,,N,46TH,ST,,,,SEATTLE,WA,98103,304
00633900015700,13606,,,62ND,DR,SE,,,EVERETT,WA,98208,82
531810-0375,1531,,,41ST,AVE,E,,,SEATTLE,WA,98112,445
00892900001800,18905,,,1ST,AVE,SE,,,BOTHELL,WA,98012,171
549020-0140,17019,,NE,106TH,ST,,,,REDMOND,WA,98052,182
276800-0280,5638,,,6TH,AVE,NW,,,SEATTLE,WA,98107,274
27061800303900,19416,,,YEW,WAY,,,,SNOHOMISH,WA,98296,63
855910-0210,402,,S,47TH,ST,,APT,C,RENTON,WA,98055,36
00670200000700,23918,,,150TH,ST,SE,,,MONROE,WA,98272,187
312604-9403,728,,N,92ND,ST,,,,SEATTLE,WA,98103,135
402410-0575,17634,,,25TH,AVE,NE,,,LAKE FOREST PARK,WA,98155,84
6024790510,6528,,,RADIANCE,BLVD,E,,,FIFE,WA,98424,141
437070-0006,8507,,,3RD,AVE,NE,,,SEATTLE,WA,98115,104
00812600005200,1531,,,88TH,AVE,NE,,,LAKE STEVENS,WA,98258,150
403680-1060,16259,,SE,8TH,ST,,,,BELLEVUE,WA,98008,58
00509300003703,16123,,,2ND,PL,W,,,LYNNWOOD,WA,98087,188
291970-1425,327,,NW,81ST,ST,,,,SEATTLE,WA,98117,102
7001851510,110,,,ROBERTS,ST,NE,,,ORTING,WA,98360,103
261758-0030,1402,,,ALKI,AVE,SW,APT,301,SEATTLE,WA,98116,146
743750-0090,103,,N,178TH,ST,,,,SHORELINE,WA,98133,147
00527000000901,9517,,,50TH,AVE,NE,,,MARYSVILLE,WA,98270,225
072006-9002,18927,,SE,400TH,ST,,,,ENUMCLAW,WA,98022,47
5003030070,1110,,,88TH STREET,CT,E,,,TACOMA,WA,98445,98
5625002204,1310,,E,62ND,ST,,,,TACOMA,WA,98404,247
7000550450,317,,,WILLIAMS,BLVD,NW,,,ORTING,WA,98360,76
070100-0160,31,,,146TH,AVE,SE,,,BELLEVUE,WA,98007,
2917500150,12108,,,83RD,AVE,E,,,PUYALLUP,WA,98373,245
186140-0170,1506,,,11TH,AVE,W,,,SEATTLE,WA,98119,
042540-0030,3312,,NE,11TH,PL,,,,RENTON,WA,98056,245
020360-0230,28631,,NE,63RD,WAY,,,,CARNATION,WA,98014,113
00870300001900,13411,,,48TH,DR,SE,,,SNOHOMISH,WA,98296,225
138730-1840,15105,,,111TH,AVE,NE,,,BOTHELL,WA,98011,
00872600001900,14222,,,50TH,AVE,SE,,,EVERETT,WA,98208,
5003901370,5112,,,201ST STREET,CT,E,,,SPANAWAY,WA,98387,75
00409422801000,1211,,,HOYT,AVE,,,,EVERETT,WA,98201,39
327573-0130,12939,,,79TH,PL,NE,,,KIRKLAND,WA,98034,
29061400200200,731,,,NEWBERG,RD,,,,SNOHOMISH,WA,98290,53
00490600000100,2321,,,LAKEWOOD,RD,,,,ARLINGTON,WA,98223,113
9500000860,3015,,N,SHIRLEY,ST,,,,TACOMA,WA,98407,
6021060040,2510,,,14TH STREET,PL,SE,,,PUYALLUP,WA,98374,145
00856500001300,4922,,,107TH,PL,NE,,,MARYSVILLE,WA,98270,38
288320-1315,7458,,,CORLISS,AVE,N,,,SEATTLE,WA,98103,57
00809300006100,5718,,,67TH,ST,NE,,,MARYSVILLE,WA,98270,200
00467300201800,2601,,,WALNUT,ST,,,,EVERETT,WA,98201,
400350-0030,208,,,32ND,AVE,,,,SEATTLE,WA,98122,199
6595000210,4761,,N,BALTIMORE,ST,,,,TACOMA,WA,98407,115
268870-0410,2911,,,2ND,AVE,,UNIT,403,SEATTLE,WA,98121,125
7816311100,4616,,,221ST STREET,CT,E,,,SPANAWAY,WA,98387,76
4530700010,7601,,S,ALASKA,ST,,,,TACOMA,WA,98408,218
162380-0005,7412,,,8TH,AVE,NW,,,SEATTLE,WA,98117,84
6020490450,16208,,,135TH,AVE,E,,,PUYALLUP,WA,98374,223
00856600530300,1001,,W,CASINO,RD,,APT,E303,EVERETT,WA,98204,27
00511900401701,16109,,,GOLDBAR,BLVD,,,,GOLD BAR,WA,98251,120
122006-9021,27202,,SE,416TH,ST,,,,ENUMCLAW,WA,98022,77
404570-0654,3460,,S,360TH,ST,,,,AUBURN,WA,98001,124
01162200000400,4203,,,200TH,DR,SE,,,SNOHOMISH,WA,98290,203
3000170050,6517,,,65TH,AVE,NW,,,GIG HARBOR,WA,98335,62
317660-0110,6200,,,52ND,AVE,NE,,,SEATTLE,WA,98115,394
01166400000800,3930,,,223RD,PL,SE,,,BOTHELL,WA,98021,162
376600-0190,12229,,,100TH,AVE,NE,APT,207,KIRKLAND,WA,98034,
175070-0035,4843,,,50TH,AVE,SW,,,SEATTLE,WA,98116,153
00823300012700,11227,,,31ST,DR,SE,,,EVERETT,WA,98208,82
143240-0115,17017,,,125TH,AVE,SE,,,RENTON,WA,98058,170
122405-9213,,,,,,,,,,WA,,74
757560-0010,27523,,,25TH,DR,S,,,FEDERAL WAY,WA,98003,89
135300-0020,10210,,SE,239TH,ST,,APT,2,KENT,WA,98031,51
423240-0005,1510,,E,MERCER,ST,,,,SEATTLE,WA,98112,67
684365-0770,827,,,HIAWATHA,PL,S,APT,507,SEATTLE,WA,98144,
115870-0180,665,,NW,178TH,PL,,,,SHORELINE,WA,98177,114
4425001851,2102,,S,WILKESON,ST,,,,TACOMA,WA,98405,74
372680-0281,3411,,,18TH,AVE,S,,,SEATTLE,WA,98144,91
01040200003100,7726,,,87TH,ST,NE,,,MARYSVILLE,WA,98270,39
2775001210,1912,,N,PUGET SOUND,AVE,,,,TACOMA,WA,98406,180
638500-0135,3637,,,50TH,AVE,SW,,,SEATTLE,WA,98116,182
2890002543,4536,,S,WARNER,ST,,#,4538,TACOMA,WA,98409,
7202000062,14121,,,136TH,AVE,E,,,PUYALLUP,WA,98374,146
01032300000800,14026,,,11TH,PL,W,,,LYNNWOOD,WA,98087,153
645030-1960,14348,,,WALLINGFORD,AVE,N,,,SEATTLE,WA,98133,289
00865700404200,1430,,W,CASINO,RD,,APT,42,EVERETT,WA,98204,
00401100009100,13015,,,GREEN MOUNTAIN,WAY,,,,GRANITE FALLS,WA,98252,151
0420045020,605,,,27TH,AVE,,,,MILTON,WA,98354,258
00913600001100,3028,,,123RD,PL,SW,,,EVERETT,WA,98204,151
364030-0290,530,,,MELROSE,AVE,E,APT,502,SEATTLE,WA,98102,
00459900400500,5410,,,73RD,ST,NE,,,MARYSVILLE,WA,98270,95
556962-0190,15343,,NE,106TH,CT,,,,REDMOND,WA,98052,
3900001350,617,,S,STEVENS,ST,,,,TACOMA,WA,98405,70
616390-1670,815,,NE,170TH,ST,,,,SHORELINE,WA,98155,175
751850-6930,6721,,,22ND,AVE,NW,,,SEATTLE,WA,98117,
0418245009,14415,,,245TH,ST,E,,,GRAHAM,WA,98338,200
00541900000804,6113,,,EAST,DR,,,,EVERETT,WA,98203,72
6023410350,14712,,,144TH AVENUE,CT,E,,,ORTING,WA,98360,146
174997-0110,18609,,SE,NEWPORT,WAY,,APT,203,ISSAQUAH,WA,98027,61
6024662490,17729,,,93RD,AVE,E,,,PUYALLUP,WA,98375,118
5205000420,3810,,N,WASHINGTON,ST,,,,TACOMA,WA,98407,210
6995300480,22019,,,131ST STREET,CT,E,,,BONNEY LAKE,WA,98391,128
347180-0045,10120,,NE,59TH,ST,,,,KIRKLAND,WA,98033,47
273000-0020,4820,,S,349TH,ST,,,,AUBURN,WA,98001,36
399690-0135,16011,,,28TH,AVE,NE,,,SHORELINE,WA,98155,163
329590-0230,6129,,SE,3RD,PL,,,,RENTON,WA,98059,163
152920-0170,13602,,NE,146TH,LN,,,,WOODINVILLE,WA,98072,132
29043600409300,433,,,50TH,ST,SW,,,EVERETT,WA,98203,187
723460-1163,1715,,,18TH,AVE,,UNIT,A,SEATTLE,WA,98122,157
040510-0180,203,,N,168TH,ST,,,,SHORELINE,WA,98133,98
914110-0125,15205,,,DAYTON,AVE,N,,,SHORELINE,WA,98133,
0320238062,6315,,,WALLER,RD,E,,,TACOMA,WA,98443,
336140-1874,11841,,,14TH,AVE,S,,,SEATTLE,WA,98168,146
00518400701200,1160,,,RIDDLE,ST,,,,DARRINGTON,WA,98241,201
01034900704000,13918,,,26TH,AVE,W,,,LYNNWOOD,WA,98087,86
197390-0260,12113,,,76TH,AVE,NE,,,KIRKLAND,WA,98034,126
109975-0480,32936,,,33RD,AVE,SW,,,FEDERAL WAY,WA,98023,122
6430401253,7212,,,TURQUOISE,DR,SW,,,LAKEWOOD,WA,98498,107
0418046004,9218,,,193RD,ST,E,,,GRAHAM,WA,98338,
179596-0190,8805,,,166TH,AVE,NE,APT,301,REDMOND,WA,98052,129
00606600001400,1306,,,11TH,PL,N,,,EDMONDS,WA,98020,
01049300150800,2824,,,GRAND,AVE,,#,A508,EVERETT,WA,98201,35
32063400301600,14707,,,JIM CREEK,RD,,,,ARLINGTON,WA,98223,143
556140-0730,15808,,,256TH,AVE,SE,,,ISSAQUAH,WA,98027,275
259752-0290,6598,,,151ST,PL,SE,,,BELLEVUE,WA,98006,177
375160-6763,36202,,,57TH,AVE,S,,,AUBURN,WA,98001,
0122315005,13702,,,110TH STREET,CT,NW,,,GIG HARBOR,WA,98329,111
252505-9091,1661,,,173RD,AVE,NE,,,BELLEVUE,WA,98008,
378276-0120,14801,,,279TH,LN,NE,,,DUVALL,WA,98019,179
611750-1261,19400,,,MARINE VIEW,DR,SW,,,NORMANDY PARK,WA,98166,261
4250000783,906,,,HUNT,AVE,,,,SUMNER,WA,98390,55
185300-0210,14148,,,194TH,AVE,NE,,,WOODINVILLE,WA,98077,348
00373001800105,21123,,W,RICHMOND,RD,,,,BOTHELL,WA,98021,254
073150-0540,27127,,,106TH,AVE,SE,,,KENT,WA,98030,153
6023870100,5419,,,209TH,ST,E,,,SPANAWAY,WA,98387,91
6025650150,9108,,,202ND STREET,CT,E,,,GRAHAM,WA,98338,56
162606-9176,21810,,NE,156TH,ST,,,,WOODINVILLE,WA,98077,272
276770-4372,6105,,,14TH,AVE,NW,,,SEATTLE,WA,98107,171
360660-0031,14301,,,23RD,AVE,SW,,,BURIEN,WA,98166,156
01057600001200,7501,,,58TH,PL,NE,,,MARYSVILLE,WA,98270,123
3407000090,8413,,,167TH STREET,CT,E,,,PUYALLUP,WA,98375,86
00473700001900,17908,,,74TH,AVE,W,,,EDMONDS,WA,98026,
01026800005300,21404,,,36TH,DR,SE,,,BOTHELL,WA,98021,171
00842300004400,802,,,99TH,AVE,SE,,,LAKE STEVENS,WA,98258,141
3000140020,7518,,,44TH STREET,CT,NW,,,GIG HARBOR,WA,98335,222
6902710110,2120,,,77TH STREET,CT,E,,,TACOMA,WA,98404,103
247352-0530,16645,,,158TH,PL,SE,,,RENTON,WA,98058,81
339545-0660,12630,,NE,197TH,ST,,,,BOTHELL,WA,98011,40
115300-0070,512,,,130TH,AVE,NE,,,BELLEVUE,WA,98005,84
00532000003600,13708,,,34TH,AVE,NW,,,TULALIP,WA,98271,161
0419183025,13721,,,58TH AVENUE,CT,E,,,PUYALLUP,WA,98373,263
249220-0615,3528,,SW,IDA,ST,,,,SEATTLE,WA,98126,79
856802-0550,27806,,NE,156TH,PL,,,,DUVALL,WA,98019,184
031860-0260,114,,SW,116TH,ST,,UNIT,B34,SEATTLE,WA,98146,86
7090000130,3616,,S,TYLER,ST,,,,TACOMA,WA,98409,
763180-0165,16625,,,MAPLEWILD,AVE,SW,,,BURIEN,WA,98166,144
926975-0290,1834,,SW,355TH,PL,,,,FEDERAL WAY,WA,98023,73
00626800000500,11907,,,12TH,ST,SE,,,LAKE STEVENS,WA,98258,104
601000-0300,22547,,NE,ALDER CREST,LN,,,,REDMOND,WA,98053,136
327900-0010,3912,,SW,332ND,PL,,,,FEDERAL WAY,WA,98023,
0122132020,15408,,,66TH,AVE,NW,,,GIG HARBOR,WA,98332,300
277160-0640,2345,,W,HALLADAY,ST,,,,SEATTLE,WA,98199,211
612300-0315,19555,,,3RD,AVE,S,,,DES MOINES,WA,98148,65
179590-0090,14002,,,175TH,PL,NE,,,REDMOND,WA,98052,69
8051010710,7309,,N,SKYVIEW,PL,,APT,F203,TACOMA,WA,98406,127
